customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment_Name,Estimated_CLV,Retention_Action
8945-MUQUF,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,1,0.446554,High Value / High Tenure,212.29235401153565,Monitor Account
5656-MJEFC,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,0,0.0005450719,High Value / Low Tenure (High Risk),4815.0,Low Risk: Upsell Premium Channels
6082-OQFBA,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,0,0.003415667,High Value / Low Tenure (High Risk),1964.9999999999998,Low Risk: Upsell Premium Channels
8051-HJRLT,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,1,0.7746373,Low Value / Low Tenure,91.07488673329352,Offer 20% discount on Annual Upgrade
8974-OVACP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,0,0.5502588,High Value / Low Tenure (High Risk),36.61913229823112,Monitor Account
4010-YLMVT,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0,0.1777736,High Value / High Tenure,599.6391309738159,Low Risk: Upsell Premium Channels
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,0,0.5155335,Low Value / Low Tenure,176.51617205142975,Monitor Account
8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,0,0.003245638,High Value / Low Tenure (High Risk),2540.0,Low Risk: Upsell Premium Channels
6288-CHQJB,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,0,0.016783806,High Value / High Tenure,4167.707850456238,Low Risk: Upsell Premium Channels
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,0.25389138,Low Value / Low Tenure,263.3015823483467,Monitor Account
3023-GFLBR,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,1,0.6752339,Low Value / Low Tenure,127.58542388081551,Offer free Tech Support visit / Router check
6648-INWPS,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,0,0.06655615,High Value / Low Tenure (High Risk),302.75189752578734,Low Risk: Upsell Premium Channels
4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,0,0.0323541,Low Value / Low Tenure,2004.3826244354245,Low Risk: Upsell Premium Channels
4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,0,0.0020626877,Low Value / Low Tenure,7484.999999999999,Low Risk: Upsell Premium Channels
1763-WQFUK,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,0,0.2494336,Low Value / Low Tenure,202.45868110656738,Monitor Account
1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,0,0.23055547,Low Value / Low Tenure,316.19287662506105,Monitor Account
8894-JVDCV,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,0,0.010451973,High Value / High Tenure,11007.490732955932,Low Risk: Upsell Premium Channels
2023-VQFDL,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,0,0.05233595,High Value / Low Tenure (High Risk),363.0391674041748,Low Risk: Upsell Premium Channels
1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,0,0.042144008,High Value / Low Tenure (High Risk),463.88561935424804,Low Risk: Upsell Premium Channels
2014-MKGMH,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,0,0.17752297,High Value / High Tenure,569.5037618637085,Low Risk: Upsell Premium Channels
5628-FCGYG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,0,0.47493178,Low Value / Low Tenure,177.07806258201597,Monitor Account
2560-WBWXF,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,0.0007146523,High Value / Low Tenure (High Risk),2415.0,Low Risk: Upsell Premium Channels
0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,0.50123185,Low Value / Low Tenure,99.95374660491943,Monitor Account
7978-DKUQH,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,0,0.27627492,Low Value / Low Tenure,270.0208837032318,Monitor Account
4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,0,0.0023128882,High Value / Low Tenure (High Risk),1975.0,Low Risk: Upsell Premium Channels
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,1,0.72648853,Low Value / Low Tenure,117.00116336345673,Offer 20% discount on Annual Upgrade
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,1,0.88027614,Low Value / Low Tenure,91.50537913441657,Offer 20% discount on Annual Upgrade
1784-EZDKJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,0.43746603,High Value / High Tenure,244.13324117660522,Monitor Account
9297-FVVDH,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,0,0.0093332855,High Value / High Tenure,8450.0,Low Risk: Upsell Premium Channels
8007-YYPWD,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,0,0.019761983,High Value / Low Tenure (High Risk),1267.5852899551392,Low Risk: Upsell Premium Channels
7101-HRBLJ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,0.00070705515,High Value / High Tenure,8370.0,Low Risk: Upsell Premium Channels
5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,1,0.9174538,Low Value / Low Tenure,82.61996037960053,Offer 20% discount on Annual Upgrade
6635-CPNUN,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,0.16552079,Low Value / Low Tenure,583.6125017166137,Low Risk: Upsell Premium Channels
4021-RQSNY,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,1,0.8740964,Low Value / Low Tenure,112.68779796361923,Offer 20% discount on Annual Upgrade
5453-YBTWV,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,0,0.05404738,High Value / High Tenure,1870.581013870239,Low Risk: Upsell Premium Channels
5039-LZRQT,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,0,0.006954598,High Value / Low Tenure (High Risk),2020.0,Low Risk: Upsell Premium Channels
2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,0,0.08635588,High Value / High Tenure,1089.0978268146514,Low Risk: Upsell Premium Channels
9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,1,0.58267444,Low Value / Low Tenure,163.47035443782806,Monitor Account
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,0.84151655,Low Value / Low Tenure,88.41180925369264,Offer 20% discount on Annual Upgrade
6418-PIQSP,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,0,0.0015019292,High Value / High Tenure,8100.0,Low Risk: Upsell Premium Channels
8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,0,0.09059166,Low Value / Low Tenure,665.0722579956055,Low Risk: Upsell Premium Channels
3995-WFCSM,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,0.25120056,Low Value / Low Tenure,242.2367234349251,Monitor Account
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,0,0.20683126,Low Value / Low Tenure,212.49204840660096,Monitor Account
2038-OEQZH,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,0,0.4168513,Low Value / Low Tenure,206.42852772474288,Monitor Account
1178-PZGAB,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,0.028911604,High Value / Low Tenure (High Risk),700.410810470581,Low Risk: Upsell Premium Channels
7927-AUXBZ,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,1,0.73060626,Low Value / Low Tenure,116.54704048633576,Offer 20% discount on Annual Upgrade
2626-VEEWG,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,0,0.0013998703,High Value / Low Tenure (High Risk),1939.9999999999998,Low Risk: Upsell Premium Channels
2878-RMWXY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,0.0017518955,High Value / High Tenure,10265.0,Low Risk: Upsell Premium Channels
1657-DYMBM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0,0.026888989,High Value / Low Tenure (High Risk),740.0799098968505,Low Risk: Upsell Premium Channels
7311-MQJCH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,0,0.02148888,High Value / Low Tenure (High Risk),909.7728200912476,Low Risk: Upsell Premium Channels
7375-WMVMT,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,0.0017085262,High Value / High Tenure,9550.0,Low Risk: Upsell Premium Channels
1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,0,0.010686516,High Value / High Tenure,7874.4091827392585,Low Risk: Upsell Premium Channels
2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,0.10657673,High Value / High Tenure,968.3163871765137,Low Risk: Upsell Premium Channels
6844-DZKRF,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,0,0.290293,Low Value / Low Tenure,172.92872757911684,Monitor Account
4695-WJZUE,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,1,0.98375374,Low Value / Low Tenure,90.0123624920845,Offer 20% discount on Annual Upgrade
7619-ODSGN,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,1,0.44633362,Low Value / Low Tenure,122.6660943031311,Monitor Account
5970-GHJAW,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0,0.0014035138,High Value / Low Tenure (High Risk),1995.0,Low Risk: Upsell Premium Channels
8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,0,0.045407314,High Value / High Tenure,2560.1603078842163,Low Risk: Upsell Premium Channels
3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,0,0.08740032,High Value / Low Tenure (High Risk),356.9781234741211,Low Risk: Upsell Premium Channels
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,0,0.00025184432,High Value / Low Tenure (High Risk),2445.0,Low Risk: Upsell Premium Channels
5003-XZWWO,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,0,0.0056974436,High Value / High Tenure,8420.0,Low Risk: Upsell Premium Channels
3988-RQIXO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,1,0.930245,Low Value / Low Tenure,98.1461874127388,Offer 20% discount on Annual Upgrade
7622-FWGEW,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,0,0.0053038895,High Value / High Tenure,8565.0,Low Risk: Upsell Premium Channels
6922-NCEDI,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,0,0.04301584,High Value / Low Tenure (High Risk),492.84169158935543,Low Risk: Upsell Premium Channels
2514-GINMM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,1,0.9629665,Low Value / Low Tenure,82.55739122629166,Offer 20% discount on Annual Upgrade
9891-NQDBD,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,0,0.028069936,High Value / Low Tenure (High Risk),910.2265472412109,Low Risk: Upsell Premium Channels
6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,0,0.022989415,High Value / Low Tenure (High Risk),878.6652473449707,Low Risk: Upsell Premium Channels
8548-AWOFC,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,0,0.008490131,High Value / High Tenure,6385.0,Low Risk: Upsell Premium Channels
9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,0,0.06807594,Low Value / Low Tenure,910.0131571769715,Low Risk: Upsell Premium Channels
8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,0,0.0025253224,High Value / Low Tenure (High Risk),2575.0,Low Risk: Upsell Premium Channels
6296-DDOOR,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,0,0.0426005,Low Value / Low Tenure,1366.1810817718506,Low Risk: Upsell Premium Channels
7951-VRDVK,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,0,0.20165782,Low Value / Low Tenure,425.72115347385403,Monitor Account
5931-FLJJF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,1,0.62420636,Low Value / Low Tenure,112.30260655879974,Offer free Tech Support visit / Router check
4815-YOSUK,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,0,0.005964316,High Value / High Tenure,10490.0,Low Risk: Upsell Premium Channels
2659-VXMWZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,1,0.67427313,High Value / High Tenure,165.06663479804993,Offer free Tech Support visit / Router check
0380-NEAVX,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,0,0.06852745,High Value / High Tenure,1457.0802384376525,Low Risk: Upsell Premium Channels
3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,1,0.16726488,High Value / High Tenure,569.4560658931732,Low Risk: Upsell Premium Channels
4285-GYRQC,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,1,0.7051768,Low Value / Low Tenure,122.3097574710846,Offer 20% discount on Annual Upgrade
7216-EWTRS,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,1,0.97689146,Low Value / Low Tenure,103.18444175720215,Offer 20% discount on Annual Upgrade
4365-MSDYN,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,0.06871796,High Value / Low Tenure (High Risk),284.49624333381655,Low Risk: Upsell Premium Channels
7036-TYDEC,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,0,0.032216728,High Value / High Tenure,3228.136688232422,Low Risk: Upsell Premium Channels
5802-ADBRC,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,0,0.054014575,High Value / High Tenure,1932.8116127014162,Low Risk: Upsell Premium Channels
8076-FEZKJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,0,0.009045809,High Value / Low Tenure (High Risk),1950.0,Low Risk: Upsell Premium Channels
5197-YPYBZ,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0,0.0063281604,High Value / Low Tenure (High Risk),2525.0,Low Risk: Upsell Premium Channels
8337-MSSXB,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,0.83451855,Low Value / Low Tenure,103.41291998624801,Offer 20% discount on Annual Upgrade
4312-GVYNH,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,0.0013565382,High Value / High Tenure,4985.0,Low Risk: Upsell Premium Channels
8495-LJDFO,Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,0,0.0082271015,High Value / High Tenure,10895.0,Low Risk: Upsell Premium Channels
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,0.0020015656,High Value / High Tenure,8990.0,Low Risk: Upsell Premium Channels
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,0,0.0023677263,High Value / High Tenure,8200.0,Low Risk: Upsell Premium Channels
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,0.5322684,Low Value / Low Tenure,168.99368817210197,Monitor Account
2234-EOFPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,0,0.0014291696,High Value / High Tenure,7934.999999999999,Low Risk: Upsell Premium Channels
8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,0,0.0017741118,High Value / High Tenure,6405.0,Low Risk: Upsell Premium Channels
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,0.42060658,High Value / High Tenure,240.486011838913,Monitor Account
8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,0.8007534,Low Value / Low Tenure,112.33170810937882,Offer 20% discount on Annual Upgrade
2528-HFYZX,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,1,0.5759468,Low Value / Low Tenure,132.73795621991158,Monitor Account
1153-GNOLC,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,0,0.069532245,High Value / Low Tenure (High Risk),562.3290393829346,Low Risk: Upsell Premium Channels
3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,0,0.0018574382,High Value / Low Tenure (High Risk),3460.0,Low Risk: Upsell Premium Channels
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0,0.07389883,High Value / Low Tenure (High Risk),264.5508716106415,Low Risk: Upsell Premium Channels
3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0,0.0055766134,High Value / High Tenure,10445.0,Low Risk: Upsell Premium Channels
3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,0.66699356,Low Value / Low Tenure,105.6981709599495,Offer free Tech Support visit / Router check
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0,0.0039993,High Value / Low Tenure (High Risk),2035.0000000000002,Low Risk: Upsell Premium Channels
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,0.6680446,Low Value / Low Tenure,104.78342294692993,Offer free Tech Support visit / Router check
6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,0,0.0005441124,High Value / Low Tenure (High Risk),1945.0,Low Risk: Upsell Premium Channels
8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0,0.0131642725,High Value / High Tenure,5309.826319885255,Low Risk: Upsell Premium Channels
4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,0.0055459053,Low Value / Low Tenure,5970.0,Low Risk: Upsell Premium Channels
9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,0,0.019815736,High Value / High Tenure,3953.9285776138304,Low Risk: Upsell Premium Channels
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,0.15763289,Low Value / Low Tenure,453.2683647632599,Low Risk: Upsell Premium Channels
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,0.030188043,High Value / Low Tenure (High Risk),1518.8132574081421,Low Risk: Upsell Premium Channels
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,0.62047213,Low Value / Low Tenure,154.47914246320724,Offer free Tech Support visit / Router check
8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,0.00042145594,High Value / Low Tenure (High Risk),3570.0000000000005,Low Risk: Upsell Premium Channels
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,0.00038943285,High Value / High Tenure,8955.0,Low Risk: Upsell Premium Channels
2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,0.0068428535,High Value / Low Tenure (High Risk),2495.0,Low Risk: Upsell Premium Channels
3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,0.0049023717,High Value / Low Tenure (High Risk),2485.0,Low Risk: Upsell Premium Channels
